image_names,class,xmin,xmax,ymin,ymax
hoankiem_32819.jpg,tank,0,82,25,100
hoankiem_32829.jpg,tank,87,100,72,100
hoankiem_32829.jpg,tank,69,100,5,47
hoankiem_32830.jpg,tank,0,100,72,100
hoankiem_32830.jpg,tank,0,73,5,47
hoankiem_32831.jpg,tank,0,13,72,100
hoankiem_32923.jpg,tank,31,82,0,67
hoankiem_32925.jpg,tank,52,88,95,100
hoankiem_32933.jpg,tank,87,100,0,15
hoankiem_32934.jpg,tank,0,100,0,15
hoankiem_32935.jpg,tank,0,13,0,15
hoankiem_32984.jpg,tank,99,100,25,57
hoankiem_32985.jpg,tank,0,43,25,57
hoankiem_33002.jpg,tank,47,84,86,100
hoankiem_33029.jpg,tank,54,89,94,100
hoankiem_33029.jpg,tank,52,88,0,21
hoankiem_33094.jpg,tank,81,100,91,100
hoankiem_33095.jpg,tank,0,46,91,100
hoankiem_33106.jpg,tank,47,84,0,20
hoankiem_33132.jpg,tank,38,79,74,100
hoankiem_33133.jpg,tank,54,89,0,28
hoankiem_33198.jpg,tank,81,100,0,23
hoankiem_33199.jpg,tank,0,46,0,23
hoankiem_33215.jpg,tank,65,87,51,69
hoankiem_33236.jpg,tank,38,79,0,3
hoankiem_33303.jpg,tank,18,96,60,97
hoankiem_33401.jpg,tank,18,76,74,100
hoankiem_33438.jpg,tank,58,74,53,79
hoankiem_33448.jpg,tank,79,100,28,100
hoankiem_33449.jpg,tank,0,22,28,100
hoankiem_33449.jpg,tank,24,66,10,87
hoankiem_33456.jpg,tank,33,68,53,100
hoankiem_33505.jpg,tank,18,76,0,8
hoankiem_33541.jpg,tank,24,57,25,76
hoankiem_33552.jpg,tank,79,100,0,5
hoankiem_33553.jpg,tank,0,22,0,5
hoankiem_33645.jpg,tank,32,70,80,100
hoankiem_33645.jpg,tank,71,100,48,96
hoankiem_33646.jpg,tank,0,42,48,96
hoankiem_33730.jpg,tank,41,71,97,100
hoankiem_33738.jpg,tank,19,44,73,93
hoankiem_33749.jpg,tank,18,70,0,34
hoankiem_33767.jpg,tank,42,69,33,68
hoankiem_33834.jpg,tank,41,71,0,38
hoankiem_33950.jpg,tank,74,100,76,97
hoankiem_33951.jpg,tank,0,10,76,97
hoankiem_34262.jpg,tank,73,97,93,100
hoankiem_34288.jpg,tank,80,100,94,100
hoankiem_34289.jpg,tank,0,20,94,100
hoankiem_34360.jpg,tank,86,100,37,55
hoankiem_34361.jpg,tank,0,15,37,55
hoankiem_34365.jpg,tank,85,100,49,78
hoankiem_34366.jpg,tank,0,16,49,78
hoankiem_34366.jpg,tank,73,97,0,13
hoankiem_34367.jpg,tank,81,100,43,66
hoankiem_34368.jpg,tank,0,2,43,66
hoankiem_34388.jpg,tank,43,72,51,72
hoankiem_34392.jpg,tank,80,100,0,50
hoankiem_34393.jpg,tank,0,20,0,50
hoankiem_34467.jpg,tank,91,100,58,91
hoankiem_34468.jpg,tank,0,20,58,91
hoankiem_34574.jpg,tank,63,100,19,46
hoankiem_34575.jpg,tank,0,5,19,46
hoankiem_34593.jpg,tank,78,100,56,77
hoankiem_34594.jpg,tank,0,14,56,77
hoankiem_34655.jpg,tank,44,100,38,100
hoankiem_34656.jpg,tank,0,2,38,100
hoankiem_34678.jpg,tank,90,100,19,45
hoankiem_34679.jpg,tank,0,10,19,45
hoankiem_34681.jpg,tank,26,78,14,43
hoankiem_34687.jpg,tank,11,43,73,95
hoankiem_34696.jpg,tank,93,100,44,75
hoankiem_34697.jpg,tank,0,18,44,75
hoankiem_34759.jpg,tank,44,100,0,9
hoankiem_34760.jpg,tank,0,2,0,9
hoankiem_34781.jpg,tank,74,100,79,97
hoankiem_34782.jpg,tank,0,3,79,97
hoankiem_34782.jpg,tank,94,100,55,83
hoankiem_34783.jpg,tank,0,26,55,83
hoankiem_34800.jpg,tank,57,92,94,100
hoankiem_34800.jpg,tank,82,100,34,57
hoankiem_34801.jpg,tank,0,10,34,57
hoankiem_34805.jpg,tank,16,49,90,100
hoankiem_34904.jpg,tank,57,92,0,17
hoankiem_34909.jpg,tank,16,49,0,15
hoankiem_34959.jpg,tank,29,100,38,100
hoankiem_34960.jpg,tank,0,100,38,100
hoankiem_34961.jpg,tank,0,7,38,100
hoankiem_34962.jpg,tank,55,100,61,99
hoankiem_34963.jpg,tank,0,24,61,99
hoankiem_34968.jpg,tank,44,100,16,55
hoankiem_34969.jpg,tank,0,10,16,55
hoankiem_35005.jpg,tank,38,59,62,85
hoankiem_35010.jpg,tank,87,100,87,100
hoankiem_35011.jpg,tank,0,100,87,100
hoankiem_35011.jpg,tank,35,55,77,85
hoankiem_35011.jpg,tank,70,86,61,80
hoankiem_35012.jpg,tank,0,51,54,100
hoankiem_35013.jpg,tank,68,100,47,75
hoankiem_35014.jpg,tank,0,5,47,75
hoankiem_35063.jpg,tank,29,100,0,24
hoankiem_35064.jpg,tank,1,100,29,100
hoankiem_35064.jpg,tank,0,100,0,24
hoankiem_35065.jpg,tank,0,12,29,100
hoankiem_35065.jpg,tank,0,7,0,24
hoankiem_35066.jpg,tank,79,100,75,100
hoankiem_35066.jpg,tank,77,100,41,67
hoankiem_35066.jpg,tank,52,100,12,38
hoankiem_35067.jpg,tank,0,48,75,100
hoankiem_35067.jpg,tank,0,29,41,67
hoankiem_35067.jpg,tank,0,20,12,38
hoankiem_35107.jpg,tank,88,100,52,73
hoankiem_35108.jpg,tank,0,17,52,73
hoankiem_35114.jpg,tank,41,72,20,51
hoankiem_35114.jpg,tank,87,100,0,64
hoankiem_35115.jpg,tank,10,36,67,100
hoankiem_35115.jpg,tank,0,100,0,64
hoankiem_35116.jpg,tank,0,29,0,64
hoankiem_35168.jpg,tank,1,100,0,95
hoankiem_35169.jpg,tank,0,12,0,95
hoankiem_35170.jpg,tank,79,100,0,1
hoankiem_35171.jpg,tank,0,48,0,1
hoankiem_35213.jpg,tank,88,100,75,100
hoankiem_35214.jpg,tank,0,16,75,100
hoankiem_35217.jpg,tank,22,71,18,50
hoankiem_35219.jpg,tank,10,36,0,23
hoankiem_35220.jpg,tank,31,100,37,100
hoankiem_35221.jpg,tank,0,43,37,100
hoankiem_35316.jpg,tank,66,93,30,50
hoankiem_35317.jpg,tank,88,100,0,26
hoankiem_35318.jpg,tank,0,16,0,26
hoankiem_35324.jpg,tank,31,100,0,69
hoankiem_35325.jpg,tank,0,43,0,69
hoankiem_35421.jpg,tank,14,33,37,63
hoankiem_35424.jpg,tank,23,46,80,98
hoankiem_35508.jpg,tank,75,100,7,36
hoankiem_35509.jpg,tank,0,34,7,36
hoankiem_35528.jpg,tank,0,24,28,44
hoankiem_35631.jpg,tank,98,100,94,100
hoankiem_35632.jpg,tank,0,16,94,100
hoankiem_35735.jpg,tank,98,100,0,17
hoankiem_35736.jpg,tank,0,16,0,17
hoankiem_35914.jpg,tank,84,100,80,100
hoankiem_35915.jpg,tank,0,9,78,100
hoankiem_35920.jpg,tank,66,100,50,88
hoankiem_35920.jpg,tank,98,100,36,42
hoankiem_35921.jpg,tank,0,44,20,60
hoankiem_35922.jpg,tank,50,85,21,58
hoankiem_35931.jpg,tank,29,65,60,91
hoankiem_35931.jpg,tank,91,100,25,66
hoankiem_35932.jpg,tank,0,36,41,76
hoankiem_35932.jpg,tank,0,21,19,53
hoankiem_35933.jpg,tank,58,93,70,100
hoankiem_35934.jpg,tank,27,58,93,100
hoankiem_35934.jpg,tank,92,100,19,28
hoankiem_35935.jpg,tank,13,50,88,100
hoankiem_35935.jpg,tank,60,98,84,100
hoankiem_35935.jpg,tank,35,93,21,72
hoankiem_35935.jpg,tank,63,66,57,60
hoankiem_35935.jpg,tank,62,65,56,59
hoankiem_35935.jpg,tank,61,64,54,57
hoankiem_35935.jpg,tank,60,63,53,56
hoankiem_35935.jpg,tank,58,62,50,55
hoankiem_35935.jpg,tank,0,32,11,37
hoankiem_36018.jpg,tank,85,100,0,6
hoankiem_36019.jpg,tank,0,10,0,2
hoankiem_36022.jpg,tank,36,61,71,100
hoankiem_36022.jpg,tank,10,40,2,39
hoankiem_36025.jpg,tank,21,49,68,100
hoankiem_36027.jpg,tank,76,100,83,100
hoankiem_36028.jpg,tank,0,16,78,100
hoankiem_36031.jpg,tank,97,100,84,95
hoankiem_36032.jpg,tank,0,31,62,99
hoankiem_36037.jpg,tank,66,71,0,3
hoankiem_36038.jpg,tank,27,58,0,26
hoankiem_36039.jpg,tank,54,100,0,22
hoankiem_36039.jpg,tank,16,52,0,23
hoankiem_36040.jpg,tank,0,1,2,3
hoankiem_36042.jpg,tank,5,23,90,100
hoankiem_36042.jpg,tank,25,55,83,100
hoankiem_36123.jpg,tank,31,73,7,46
hoankiem_36123.jpg,tank,46,49,26,29
hoankiem_36123.jpg,tank,48,51,25,28
hoankiem_36125.jpg,tank,54,79,46,77
hoankiem_36126.jpg,tank,70,100,48,97
hoankiem_36126.jpg,tank,36,58,0,5
hoankiem_36127.jpg,tank,0,11,52,78
hoankiem_36129.jpg,tank,36,49,0,3
hoankiem_36131.jpg,tank,78,100,0,23
hoankiem_36132.jpg,tank,34,56,70,94
hoankiem_36132.jpg,tank,0,19,0,21
hoankiem_36139.jpg,tank,12,58,30,73
hoankiem_36144.jpg,tank,52,77,86,100
hoankiem_36145.jpg,tank,99,100,11,12
hoankiem_36146.jpg,tank,19,52,0,18
hoankiem_36146.jpg,tank,0,23,0,27
hoankiem_36227.jpg,tank,60,100,77,100
hoankiem_36228.jpg,tank,0,25,70,100
hoankiem_36228.jpg,tank,96,100,23,31
hoankiem_36229.jpg,tank,0,30,16,40
hoankiem_36235.jpg,tank,13,63,17,62
hoankiem_36236.jpg,tank,34,62,39,79
hoankiem_36239.jpg,tank,83,100,38,74
hoankiem_36240.jpg,tank,0,29,37,73
hoankiem_36240.jpg,tank,37,93,4,74
hoankiem_36243.jpg,tank,75,100,32,60
hoankiem_36244.jpg,tank,0,16,36,62
hoankiem_36245.jpg,tank,15,55,53,89
hoankiem_36245.jpg,tank,70,100,40,75
hoankiem_36246.jpg,tank,0,22,38,69
hoankiem_36248.jpg,tank,52,73,0,9
hoankiem_36251.jpg,tank,15,38,41,67
hoankiem_36331.jpg,tank,84,100,33,54
hoankiem_36331.jpg,tank,12,56,2,41
hoankiem_36331.jpg,tank,61,100,0,19
hoankiem_36332.jpg,tank,0,31,30,57
hoankiem_36332.jpg,tank,0,21,0,7
hoankiem_36338.jpg,tank,84,100,57,82
hoankiem_36339.jpg,tank,0,18,56,84
hoankiem_36339.jpg,tank,88,100,16,56
hoankiem_36339.jpg,tank,36,76,5,40
hoankiem_36340.jpg,tank,12,34,48,73
hoankiem_36340.jpg,tank,0,25,13,54
hoankiem_36344.jpg,tank,22,53,37,76
hoankiem_36346.jpg,tank,17,41,93,100
hoankiem_36348.jpg,tank,5,54,94,100
hoankiem_36350.jpg,tank,82,100,15,51
hoankiem_36351.jpg,tank,0,26,14,48
hoankiem_36433.jpg,tank,42,73,23,54
hoankiem_36437.jpg,tank,44,76,68,100
hoankiem_36443.jpg,tank,55,73,55,95
hoankiem_36448.jpg,tank,67,94,29,61
hoankiem_36449.jpg,tank,5,10,99,100
hoankiem_36449.jpg,tank,16,38,89,100
hoankiem_36450.jpg,tank,9,47,0,39
hoankiem_36452.jpg,tank,21,59,51,80
hoankiem_36452.jpg,tank,2,50,0,31
hoankiem_36458.jpg,tank,91,100,47,63
hoankiem_36458.jpg,tank,8,39,22,54
hoankiem_36459.jpg,tank,0,36,34,74
hoankiem_36461.jpg,tank,4,32,83,100
hoankiem_36540.jpg,tank,83,100,4,30
hoankiem_36541.jpg,tank,32,57,39,76
hoankiem_36541.jpg,tank,44,77,0,5
hoankiem_36541.jpg,tank,0,25,0,35
hoankiem_36547.jpg,tank,31,84,75,100
hoankiem_36548.jpg,tank,60,100,19,58
hoankiem_36550.jpg,tank,53,100,37,100
hoankiem_36550.jpg,tank,69,73,79,82
hoankiem_36550.jpg,tank,72,75,78,81
hoankiem_36551.jpg,tank,0,10,39,100
hoankiem_36552.jpg,tank,84,100,0,24
hoankiem_36553.jpg,tank,14,32,0,12
hoankiem_36553.jpg,tank,0,13,0,20
hoankiem_36561.jpg,tank,87,100,90,100
hoankiem_36562.jpg,tank,0,15,87,100
hoankiem_36563.jpg,tank,83,100,60,79
hoankiem_36564.jpg,tank,0,18,57,80
hoankiem_36564.jpg,tank,98,100,12,17
hoankiem_36565.jpg,tank,0,42,0,50
hoankiem_36643.jpg,tank,24,30,98,100
hoankiem_36645.jpg,tank,65,100,82,100
hoankiem_36646.jpg,tank,70,96,89,100
hoankiem_36646.jpg,tank,0,7,80,100
hoankiem_36651.jpg,tank,95,100,14,47
hoankiem_36651.jpg,tank,33,85,0,18
hoankiem_36652.jpg,tank,0,33,7,46
hoankiem_36654.jpg,tank,67,100,0,4
hoankiem_36655.jpg,tank,3,66,42,89
hoankiem_36655.jpg,tank,0,2,0,5
hoankiem_36661.jpg,tank,82,100,24,88
hoankiem_36662.jpg,tank,72,100,56,82
hoankiem_36662.jpg,tank,0,28,22,88
hoankiem_36663.jpg,tank,0,13,55,75
hoankiem_36665.jpg,tank,90,100,0,15
hoankiem_36666.jpg,tank,0,19,0,14
hoankiem_36746.jpg,tank,88,100,6,39
hoankiem_36747.jpg,tank,0,36,0,38
hoankiem_36749.jpg,tank,66,100,0,21
hoankiem_36750.jpg,tank,65,94,0,17
hoankiem_36750.jpg,tank,0,8,0,12
hoankiem_36752.jpg,tank,74,100,64,100
hoankiem_36753.jpg,tank,0,19,62,93
hoankiem_36754.jpg,tank,91,100,97,100
hoankiem_36755.jpg,tank,0,9,96,100
hoankiem_36759.jpg,tank,64,100,32,73
hoankiem_36760.jpg,tank,0,19,34,63
hoankiem_36856.jpg,tank,74,81,0,3
hoankiem_36858.jpg,tank,85,100,0,16
hoankiem_36859.jpg,tank,0,11,0,15
hoankiem_36954.jpg,tank,79,100,21,52
hoankiem_36955.jpg,tank,0,18,14,47
hoankiem_36968.jpg,tank,76,100,59,98
hoankiem_36969.jpg,tank,0,3,60,73
hoankiem_37065.jpg,tank,56,79,81,100
hoankiem_37069.jpg,tank,69,99,61,91
hoankiem_37074.jpg,tank,26,73,86,100
hoankiem_37163.jpg,tank,23,43,68,94
hoankiem_37163.jpg,tank,55,100,57,100
hoankiem_37164.jpg,tank,0,4,69,88
hoankiem_37165.jpg,tank,89,100,86,100
hoankiem_37166.jpg,tank,0,18,87,100
hoankiem_37168.jpg,tank,63,100,4,45
hoankiem_37169.jpg,tank,0,6,34,44
hoankiem_37169.jpg,tank,95,100,29,53
hoankiem_37169.jpg,tank,37,68,3,43
hoankiem_37169.jpg,tank,63,78,0,5
hoankiem_37170.jpg,tank,0,24,22,56
hoankiem_37172.jpg,tank,35,72,41,71
hoankiem_37174.jpg,tank,82,100,47,77
hoankiem_37175.jpg,tank,0,9,48,77
hoankiem_37175.jpg,tank,30,75,27,57
hoankiem_37177.jpg,tank,95,100,47,58
hoankiem_37177.jpg,tank,70,100,5,33
hoankiem_37178.jpg,tank,0,35,37,72
hoankiem_37178.jpg,tank,0,16,2,29
hoankiem_37178.jpg,tank,28,76,0,26
hoankiem_37184.jpg,tank,96,100,64,71
hoankiem_37185.jpg,tank,0,41,51,95
hoankiem_37267.jpg,tank,54,70,0,7
hoankiem_37269.jpg,tank,97,100,0,2
hoankiem_37270.jpg,tank,0,20,0,13
hoankiem_37275.jpg,tank,42,88,73,100
hoankiem_37276.jpg,tank,98,100,54,56
hoankiem_37277.jpg,tank,0,28,41,74
hoankiem_37279.jpg,tank,92,100,65,93
hoankiem_37280.jpg,tank,0,33,56,96
hoankiem_37283.jpg,tank,71,100,37,67
hoankiem_37284.jpg,tank,0,8,47,58
hoankiem_37288.jpg,tank,83,100,50,92
hoankiem_37289.jpg,tank,59,99,72,100
hoankiem_37289.jpg,tank,0,28,50,96
hoankiem_37372.jpg,tank,68,95,0,38
hoankiem_37377.jpg,tank,46,85,17,54
hoankiem_37379.jpg,tank,50,65,0,7
hoankiem_37381.jpg,tank,25,56,16,48
hoankiem_37384.jpg,tank,87,100,20,45
hoankiem_37385.jpg,tank,0,25,17,46
hoankiem_37386.jpg,tank,60,95,51,74
hoankiem_37387.jpg,tank,67,95,65,100
hoankiem_37387.jpg,tank,73,100,13,67
hoankiem_37388.jpg,tank,0,37,5,73
hoankiem_37388.jpg,tank,0,3,30,34
hoankiem_37389.jpg,tank,24,37,95,100
hoankiem_37393.jpg,tank,64,97,0,18
hoankiem_37396.jpg,tank,36,64,96,100
hoankiem_37473.jpg,tank,20,71,49,83
hoankiem_37474.jpg,tank,56,78,89,100
hoankiem_37475.jpg,tank,78,100,41,76
hoankiem_37476.jpg,tank,0,7,40,71
hoankiem_37477.jpg,tank,62,88,86,100
hoankiem_37477.jpg,tank,1,44,50,78
hoankiem_37482.jpg,tank,24,52,72,100
hoankiem_37487.jpg,tank,16,29,93,100
hoankiem_37487.jpg,tank,55,73,87,100
hoankiem_37491.jpg,tank,46,92,0,39
hoankiem_37493.jpg,tank,6,46,0,27
hoankiem_37494.jpg,tank,91,100,25,38
hoankiem_37495.jpg,tank,0,38,5,38
hoankiem_37500.jpg,tank,30,71,0,24
hoankiem_37501.jpg,tank,20,65,11,51
hoankiem_37578.jpg,tank,57,80,0,16
hoankiem_37580.jpg,tank,82,100,82,100
hoankiem_37580.jpg,tank,63,80,79,96
hoankiem_37580.jpg,tank,86,100,69,84
hoankiem_37581.jpg,tank,0,28,73,100
hoankiem_37581.jpg,tank,0,6,68,79
hoankiem_37581.jpg,tank,58,93,0,27
hoankiem_37585.jpg,tank,40,80,59,100
hoankiem_37586.jpg,tank,33,51,0,6
hoankiem_37591.jpg,tank,54,76,0,18
hoankiem_37591.jpg,tank,4,43,0,30
hoankiem_37592.jpg,tank,38,83,57,99
hoankiem_37592.jpg,tank,25,50,22,51
hoankiem_37594.jpg,tank,30,49,91,100
hoankiem_37599.jpg,tank,87,100,11,43
hoankiem_37600.jpg,tank,0,23,7,43
hoankiem_37606.jpg,tank,12,48,87,100
hoankiem_37684.jpg,tank,85,100,0,16
hoankiem_37685.jpg,tank,0,25,0,19
hoankiem_37689.jpg,tank,91,100,50,76
hoankiem_37689.jpg,tank,51,75,0,11
hoankiem_37690.jpg,tank,0,28,43,88
hoankiem_37698.jpg,tank,34,41,95,100
hoankiem_37698.jpg,tank,23,57,0,30
hoankiem_37701.jpg,tank,22,64,34,71
hoankiem_37708.jpg,tank,73,100,61,100
hoankiem_37709.jpg,tank,0,14,65,100
hoankiem_37710.jpg,tank,8,49,0,29
hoankiem_37712.jpg,tank,32,85,3,35
hoankiem_37790.jpg,tank,54,88,19,48
hoankiem_37791.jpg,tank,70,93,75,100
hoankiem_37793.jpg,tank,77,100,86,100
hoankiem_37794.jpg,tank,0,1,86,91
hoankiem_37796.jpg,tank,11,62,40,85
hoankiem_37796.jpg,tank,57,100,27,60
hoankiem_37797.jpg,tank,0,16,36,51
hoankiem_37801.jpg,tank,88,100,71,100
hoankiem_37802.jpg,tank,0,44,59,100
hoankiem_37802.jpg,tank,28,54,0,22
hoankiem_37807.jpg,tank,12,54,74,95
hoankiem_37807.jpg,tank,89,100,43,72
hoankiem_37808.jpg,tank,0,32,33,84
hoankiem_37811.jpg,tank,58,82,90,100
hoankiem_37812.jpg,tank,89,100,0,1
hoankiem_37813.jpg,tank,0,5,0,1
hoankiem_37815.jpg,tank,98,100,49,90
hoankiem_37816.jpg,tank,0,23,49,94
hoankiem_37816.jpg,tank,27,50,47,93
hoankiem_37894.jpg,tank,80,100,77,100
hoankiem_37895.jpg,tank,0,21,71,100
hoankiem_37895.jpg,tank,76,100,14,44
hoankiem_37895.jpg,tank,71,77,0,3
hoankiem_37896.jpg,tank,0,13,13,42
hoankiem_37897.jpg,tank,82,100,0,8
hoankiem_37903.jpg,tank,78,100,76,100
hoankiem_37904.jpg,tank,0,26,72,100
hoankiem_37905.jpg,tank,95,100,0,1
hoankiem_37906.jpg,tank,0,34,0,11
hoankiem_37910.jpg,tank,32,75,33,71
hoankiem_37911.jpg,tank,31,72,53,86
hoankiem_37911.jpg,tank,10,51,18,71
hoankiem_37913.jpg,tank,66,83,92,100
hoankiem_37915.jpg,tank,84,98,97,100
hoankiem_37915.jpg,tank,20,62,91,100
hoankiem_37915.jpg,tank,50,88,0,40
hoankiem_37998.jpg,tank,87,100,0,4
hoankiem_37999.jpg,tank,0,10,0,4
hoankiem_38002.jpg,tank,86,100,16,41
hoankiem_38003.jpg,tank,0,20,13,40
hoankiem_38007.jpg,tank,86,100,0,7
hoankiem_38008.jpg,tank,0,8,0,3
hoankiem_38011.jpg,tank,8,51,12,39
hoankiem_38017.jpg,tank,44,91,0,36
hoankiem_38019.jpg,tank,68,100,0,25
hoankiem_38019.jpg,tank,20,66,0,28
hoankiem_38020.jpg,tank,0,7,4,21
hoankiem_38024.jpg,tank,28,72,57,100
hoankiem_38099.jpg,tank,26,80,37,77
hoankiem_38107.jpg,tank,81,100,55,84
hoankiem_38108.jpg,tank,0,15,58,77
hoankiem_38117.jpg,tank,24,90,70,100
hoankiem_38118.jpg,tank,51,89,57,100
hoankiem_38119.jpg,tank,41,88,20,62
hoankiem_38125.jpg,tank,41,79,71,100
hoankiem_38125.jpg,tank,54,60,81,86
hoankiem_38128.jpg,tank,51,65,0,3
hoankiem_38205.jpg,tank,57,100,51,87
hoankiem_38206.jpg,tank,0,2,66,82
hoankiem_38212.jpg,tank,84,85,99,100
hoankiem_38212.jpg,tank,44,83,31,59
hoankiem_38212.jpg,tank,40,76,1,32
hoankiem_38217.jpg,tank,88,100,95,100
hoankiem_38218.jpg,tank,37,54,95,100
hoankiem_38218.jpg,tank,0,17,89,100
hoankiem_38221.jpg,tank,16,62,36,68
hoankiem_38221.jpg,tank,33,95,0,20
hoankiem_38222.jpg,tank,63,90,0,6
hoankiem_38223.jpg,tank,67,95,83,100
hoankiem_38223.jpg,tank,41,90,46,80
hoankiem_38225.jpg,tank,92,100,56,78
hoankiem_38225.jpg,tank,46,86,33,63
hoankiem_38226.jpg,tank,0,16,50,78
hoankiem_38227.jpg,tank,58,100,51,100
hoankiem_38228.jpg,tank,0,6,60,76
hoankiem_38229.jpg,tank,29,52,39,69
hoankiem_38229.jpg,tank,52,79,0,9
hoankiem_38309.jpg,tank,79,100,5,31
hoankiem_38310.jpg,tank,0,20,4,31
hoankiem_38313.jpg,tank,88,100,93,100
hoankiem_38314.jpg,tank,0,33,82,100
hoankiem_38316.jpg,tank,78,100,19,52
hoankiem_38316.jpg,tank,44,85,0,23
hoankiem_38317.jpg,tank,0,32,10,51
hoankiem_38321.jpg,tank,77,100,0,21
hoankiem_38322.jpg,tank,30,61,0,26
hoankiem_38322.jpg,tank,0,17,0,21
hoankiem_38325.jpg,tank,53,95,26,59
hoankiem_38326.jpg,tank,33,81,42,89
hoankiem_38327.jpg,tank,66,97,0,21
hoankiem_38331.jpg,tank,21,57,74,97
hoankiem_38331.jpg,tank,62,85,0,14
hoankiem_38412.jpg,tank,91,100,80,100
hoankiem_38413.jpg,tank,0,34,79,100
hoankiem_38413.jpg,tank,4,100,14,100
hoankiem_38414.jpg,tank,0,2,55,56
hoankiem_38417.jpg,tank,89,100,0,25
hoankiem_38418.jpg,tank,0,39,0,54
hoankiem_38420.jpg,tank,93,100,34,58
hoankiem_38421.jpg,tank,0,24,35,68
hoankiem_38422.jpg,tank,61,92,20,53
hoankiem_38426.jpg,tank,88,100,46,70
hoankiem_38427.jpg,tank,0,24,40,66
hoankiem_38431.jpg,tank,27,52,91,100
hoankiem_38437.jpg,tank,33,73,18,43
hoankiem_38439.jpg,tank,96,100,59,100
hoankiem_38440.jpg,tank,0,24,59,100
hoankiem_38441.jpg,tank,84,100,93,100
hoankiem_38442.jpg,tank,0,23,93,100
hoankiem_38516.jpg,tank,92,100,0,7
hoankiem_38517.jpg,tank,60,64,0,1
hoankiem_38517.jpg,tank,0,31,0,7
hoankiem_38518.jpg,tank,11,59,8,45
hoankiem_38533.jpg,tank,78,100,93,100
hoankiem_38534.jpg,tank,0,10,90,100
hoankiem_38535.jpg,tank,7,56,0,29
hoankiem_38543.jpg,tank,72,100,84,100
hoankiem_38543.jpg,tank,39,75,9,51
hoankiem_38543.jpg,tank,96,100,0,2
hoankiem_38544.jpg,tank,0,17,84,100
hoankiem_38544.jpg,tank,0,24,0,2
hoankiem_38545.jpg,tank,84,100,0,37
hoankiem_38546.jpg,tank,70,100,60,90
hoankiem_38546.jpg,tank,0,23,0,37
hoankiem_38547.jpg,tank,0,4,60,90
hoankiem_38552.jpg,tank,2,54,82,100
hoankiem_38621.jpg,tank,17,82,14,49
hoankiem_38622.jpg,tank,11,14,98,100
hoankiem_38630.jpg,tank,77,100,81,100
hoankiem_38631.jpg,tank,0,15,76,100
hoankiem_38637.jpg,tank,73,100,0,25
hoankiem_38638.jpg,tank,0,12,0,22
hoankiem_38639.jpg,tank,79,100,72,99
hoankiem_38640.jpg,tank,0,10,72,99
hoankiem_38641.jpg,tank,68,97,87,100
hoankiem_38647.jpg,tank,72,100,0,9
hoankiem_38648.jpg,tank,0,33,67,100
hoankiem_38648.jpg,tank,0,17,0,9
hoankiem_38649.jpg,tank,0,28,1,25
hoankiem_38651.jpg,tank,42,100,71,100
hoankiem_38652.jpg,tank,0,18,71,100
hoankiem_38654.jpg,tank,26,73,81,100
hoankiem_38656.jpg,tank,2,54,0,16
hoankiem_38725.jpg,tank,78,100,5,30
hoankiem_38726.jpg,tank,0,30,0,30
hoankiem_38734.jpg,tank,78,100,0,14
hoankiem_38735.jpg,tank,0,17,0,10
hoankiem_38738.jpg,tank,0,54,78,100
hoankiem_38741.jpg,tank,47,94,62,95
hoankiem_38745.jpg,tank,68,97,0,18
hoankiem_38747.jpg,tank,1,38,68,100
hoankiem_38750.jpg,tank,29,70,98,100
hoankiem_38752.jpg,tank,0,33,0,1
hoankiem_38753.jpg,tank,88,100,55,97
hoankiem_38754.jpg,tank,0,37,55,97
hoankiem_38755.jpg,tank,42,74,30,69
hoankiem_38755.jpg,tank,42,100,0,20
hoankiem_38756.jpg,tank,44,71,55,81
hoankiem_38756.jpg,tank,0,18,0,20
hoankiem_38758.jpg,tank,26,73,0,17
hoankiem_38842.jpg,tank,2,56,0,10
hoankiem_38843.jpg,tank,59,100,61,98
hoankiem_38846.jpg,tank,81,100,22,53
hoankiem_38847.jpg,tank,70,100,89,100
hoankiem_38847.jpg,tank,0,6,21,43
hoankiem_38848.jpg,tank,0,27,89,100
hoankiem_38850.jpg,tank,25,60,96,100
hoankiem_38850.jpg,tank,69,90,78,100
hoankiem_38851.jpg,tank,79,100,34,59
hoankiem_38851.jpg,tank,1,38,0,23
hoankiem_38852.jpg,tank,38,62,71,100
hoankiem_38852.jpg,tank,0,15,34,59
hoankiem_38854.jpg,tank,29,71,0,38
hoankiem_38858.jpg,tank,56,95,40,77
hoankiem_38860.jpg,tank,75,100,72,100
hoankiem_38861.jpg,tank,0,11,72,100
hoankiem_38867.jpg,tank,4,40,94,100
hoankiem_38945.jpg,tank,22,62,41,81
hoankiem_38946.jpg,tank,32,77,57,99
hoankiem_38951.jpg,tank,70,100,0,28
hoankiem_38952.jpg,tank,0,27,0,28
hoankiem_38953.jpg,tank,6,28,59,94
hoankiem_38954.jpg,tank,64,81,25,44
hoankiem_38954.jpg,tank,69,90,0,14
hoankiem_38954.jpg,tank,25,60,0,24
hoankiem_38956.jpg,tank,38,61,0,1
hoankiem_38959.jpg,tank,46,87,91,100
hoankiem_38959.jpg,tank,24,60,52,90
hoankiem_38961.jpg,tank,81,100,61,99
hoankiem_38962.jpg,tank,0,16,61,99
hoankiem_38963.jpg,tank,42,84,4,29
hoankiem_38964.jpg,tank,75,100,0,14
